State_Name,Year,Polling_Date,Seat,Poll,District,LB_Name,LB_Type,LB_Code,Ward_No,Ward_Name,Ward_Reservation,OSN,Candidate_Name,Father_Husband_Name,Candidate_Name_O,Father_Husband_Name_O,Gender,Age,Category,Party_ID,Party_Name,Party_Abbreviation,Education,Votes,Position,Status,N_Cand,Valid_Votes,Vote_Share_Percentage,Deposit_Lost,Total_Electors,Total_Votes,Rejected_Votes,Voter_Turnout_Percentage,Notes,Affidavit 
Maharashtra,2017,21-02-2017, ,0,Mumbai City,BRIHAN MUMBAI,MC,6,223,PRABHAG NO 223 ,,,BADHE SUREKHA PANDURANG,,,,,,,11633,Maharashtra Navnirman Sena,MNS,,793,5,,9,22085,3.591,,,22085,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai City,BRIHAN MUMBAI,MC,6,223,PRABHAG NO 223 ,,,Dossa Sharmeen Mohammed Irfan,,,,,,,5792,Nationalist Congress Party,NCP,,218,6,,9,22085,0.987,,,22085,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai City,BRIHAN MUMBAI,MC,6,223,PRABHAG NO 223 ,,,BHATTI ALMAS YASIN,,,,,,,10809,Independent,IND,,48,7,,9,22085,0.217,,,22085,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai City,BRIHAN MUMBAI,MC,6,223,PRABHAG NO 223 ,,,QADRI SHAMIM FAKHRUDDIN,,,,,,,10809,Independent,IND,,30,8,,9,22085,0.136,,,22085,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai City,BRIHAN MUMBAI,MC,6,223,PRABHAG NO 223 ,,,IDRISI RESHMA MOHAMMEDNABI,,,,,,,10809,Independent,IND,,26,9,,9,22085,0.118,,,22085,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai City,BRIHAN MUMBAI,MC,6,223,PRABHAG NO 223 ,,,NOTA,,,,,,,u10003,,,,631,10,,9,22085,2.857,,,22085,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai City,BRIHAN MUMBAI,MC,6,224,PRABHAG NO 224 ,,,Shaikh Afreen Javed,,,,,,,1605,Indian National Congress,BJP,,7681,1,,4,19482,39.426,,,19482,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai City,BRIHAN MUMBAI,MC,6,224,PRABHAG NO 224 ,,,Hafizi Tayeba Mohammed Jaffer,,,,,,,706,All India Majlis e Ittehadul Muslimeen,AIMIM,,5854,2,,4,19482,30.048,,,19482,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai City,BRIHAN MUMBAI,MC,6,224,PRABHAG NO 224 ,,,GAWADE SARLA RAMESH,,,,,,,1605,Bhartiya Janata Party,BJP,,3001,3,,4,19482,15.404,,,19482,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai City,BRIHAN MUMBAI,MC,6,224,PRABHAG NO 224 ,,,sakhare vijayashree shailendra,,,,,,,18691,Shivsena,SHS,,2605,4,,4,19482,13.371,,,19482,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai City,BRIHAN MUMBAI,MC,6,224,PRABHAG NO 224 ,,,NOTA,,,,,,,u10003,,,,341,5,,4,19482,1.75,,,19482,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai City,BRIHAN MUMBAI,MC,6,225,PRABHAG NO 225 ,,,sanap sujata digvijay,,,,,,,18691,Shivsena,SHS,,10388,1,,8,25619,40.548,,,25619,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai City,BRIHAN MUMBAI,MC,6,225,PRABHAG NO 225 ,,,THOKALE YOJANA VIRENDRA,,,,,,,1605,Bhartiya Janata Party,BJP,,6886,2,,8,25619,26.878,,,25619,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai City,BRIHAN MUMBAI,MC,6,225,PRABHAG NO 225 ,,,CHABUKSWAR ANJANA SURESH,,,,,,,1605,Indian National Congress,BJP,,5253,3,,8,25619,20.504,,,25619,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai City,BRIHAN MUMBAI,MC,6,225,PRABHAG NO 225 ,,,GANGAWANE VAISHALI SACHIN,,,,,,,11633,Maharashtra Navnirman Sena,MNS,,1165,4,,8,25619,4.547,,,25619,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai City,BRIHAN MUMBAI,MC,6,225,PRABHAG NO 225 ,,,Marchande Rohini Anant,,,,,,,10809,Independent,IND,,744,5,,8,25619,2.904,,,25619,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai City,BRIHAN MUMBAI,MC,6,225,PRABHAG NO 225 ,,,Jadhav Anmol Vijay,,,,,,,16651,Bahujan Samaj Party,BSP,,237,6,,8,25619,0.925,,,25619,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai City,BRIHAN MUMBAI,MC,6,225,PRABHAG NO 225 ,,,GAIKWAD SANJIVANI GULAB,,,,,,,1605,Indian National Congress,BJP,,210,7,,8,25619,0.82,,,25619,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai City,BRIHAN MUMBAI,MC,6,225,PRABHAG NO 225 ,,,Mane Rupa Mahipatrao,,,,,,,10809,Independent,IND,,150,8,,8,25619,0.586,,,25619,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai City,BRIHAN MUMBAI,MC,6,225,PRABHAG NO 225 ,,,NOTA,,,,,,,u10003,,,,586,9,,8,25619,2.287,,,25619,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai City,BRIHAN MUMBAI,MC,6,226,PRABHAG NO 226 ,,,NARWEKAR HARSHITA ASHWIN,,,,,,,1605,Bhartiya Janata Party,BJP,,11053,1,,10,24463,45.183,,,24463,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai City,BRIHAN MUMBAI,MC,6,226,PRABHAG NO 226 ,,,PAWLE SMITA KRISHNA,,,,,,,18691,Shivsena,SHS,,6852,2,,10,24463,28.01,,,24463,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai City,BRIHAN MUMBAI,MC,6,226,PRABHAG NO 226 ,,,Shekhar Sushama Vinod,,,,,,,1605,Indian National Congress,BJP,,3161,3,,10,24463,12.922,,,24463,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai City,BRIHAN MUMBAI,MC,6,226,PRABHAG NO 226 ,,,SINGH REKHA ASHISH,,,,,,,7425,Samajwadi Party,SP,,1287,4,,10,24463,5.261,,,24463,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai City,BRIHAN MUMBAI,MC,6,226,PRABHAG NO 226 ,,,TANDEL NILIMA VASUDEV,,,,,,,11633,Maharashtra Navnirman Sena,MNS,,969,5,,10,24463,3.961,,,24463,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai City,BRIHAN MUMBAI,MC,6,226,PRABHAG NO 226 ,,,Sayyd Shirin Nadim,,,,,,,5792,Nationalist Congress Party,NCP,,276,6,,10,24463,1.128,,,24463,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai City,BRIHAN MUMBAI,MC,6,226,PRABHAG NO 226 ,,,RATHOD SHOBHA RAMU,,,,,,,10809,Independent,IND,,147,7,,10,24463,0.601,,,24463,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai City,BRIHAN MUMBAI,MC,6,226,PRABHAG NO 226 ,,,Shaikh Rihanabegam Mohammad,,,,,,,16651,Bahujan Samaj Party,BSP,,132,8,,10,24463,0.54,,,24463,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai City,BRIHAN MUMBAI,MC,6,226,PRABHAG NO 226 ,,,Chavan Bharati Santosh,,,,,,,10809,Independent,IND,,122,9,,10,24463,0.499,,,24463,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai City,BRIHAN MUMBAI,MC,6,226,PRABHAG NO 226 ,,,Shah Sujata Anil,,,,,,,10809,Independent,IND,,112,10,,10,24463,0.458,,,24463,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai City,BRIHAN MUMBAI,MC,6,226,PRABHAG NO 226 ,,,NOTA,,,,,,,u10003,,,,352,11,,10,24463,1.439,,,24463,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai City,BRIHAN MUMBAI,MC,6,227,PRABHAG NO 227 ,,,Narwekar Makarand Suresh,,,,,,,1605,Bhartiya Janata Party,BJP,,6987,1,,11,12498,55.905,,,12498,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai City,BRIHAN MUMBAI,MC,6,227,PRABHAG NO 227 ,,,Rane Arvind Dattaram,,,,,,,18691,Shivsena,SHS,,1941,2,,11,12498,15.53,,,12498,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai City,BRIHAN MUMBAI,MC,6,227,PRABHAG NO 227 ,,,Doshi Puran Mohanlal,,,,,,,1605,Indian National Congress,BJP,,1720,3,,11,12498,13.762,,,12498,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai City,BRIHAN MUMBAI,MC,6,227,PRABHAG NO 227 ,,,PANDE ROHIT RAMAKANT,,,,,,,10809,Independent,IND,,1038,4,,11,12498,8.305,,,12498,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai City,BRIHAN MUMBAI,MC,6,227,PRABHAG NO 227 ,,,KOKATE SANJAY SHANKAR,,,,,,,5792,Nationalist Congress Party,NCP,,187,5,,11,12498,1.496,,,12498,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai City,BRIHAN MUMBAI,MC,6,227,PRABHAG NO 227 ,,,Gayakwad Vijaya Laxman,,,,,,,16651,Bahujan Samaj Party,BSP,,112,6,,11,12498,0.896,,,12498,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai City,BRIHAN MUMBAI,MC,6,227,PRABHAG NO 227 ,,,Vakil amir Ibrahim,,,,,,,706,All India Majlis e Ittehadul Muslimeen,AIMIM,,107,7,,11,12498,0.856,,,12498,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai City,BRIHAN MUMBAI,MC,6,227,PRABHAG NO 227 ,,,NARVEKAR VAIBHAV VASANT,,,,,,,10809,Independent,IND,,88,8,,11,12498,0.704,,,12498,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai City,BRIHAN MUMBAI,MC,6,227,PRABHAG NO 227 ,,,Chavan Vithal Chandibai,,,,,,,10979,Janata Dal Secular,JD(S),,50,9,,11,12498,0.4,,,12498,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai City,BRIHAN MUMBAI,MC,6,227,PRABHAG NO 227 ,,,Redkar Dhruv Pundalik,,,,,,,4941,Lokbharati,LB,,43,10,,11,12498,0.344,,,12498,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai City,BRIHAN MUMBAI,MC,6,227,PRABHAG NO 227 ,,,SINGH JEETENDRA AVADHNARAYAN,,,,,,,10809,Independent,IND,,15,11,,11,12498,0.12,,,12498,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai City,BRIHAN MUMBAI,MC,6,227,PRABHAG NO 227 ,,,NOTA,,,,,,,u10003,,,,210,12,,11,12498,1.68,,,12498,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,1,PRABHAG NO 1 ,,,GHOSALKAR TEJASVEE ABHISHEK,,,,,,,18691,Shivsena,SHS,,4913,1,,11,14445,34.012,,,14445,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,1,PRABHAG NO 1 ,,,YADAV REKHA RAMPRAKASH,,,,,,,10809,Independent,IND,,3089,2,,11,14445,21.385,,,14445,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,1,PRABHAG NO 1 ,,,Mhatre Sheetal Ashok,,,,,,,1605,Indian National Congress,BJP,,2719,3,,11,14445,18.823,,,14445,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,1,PRABHAG NO 1 ,,,Yadav Suchi Dinbandhu,,,,,,,1605,Bhartiya Janata Party,BJP,,2584,4,,11,14445,17.889,,,14445,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,1,PRABHAG NO 1 ,,,CHAUDHARY KIRAN RAMPRATAP,,,,,,,10809,Independent,IND,,283,5,,11,14445,1.959,,,14445,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,1,PRABHAG NO 1 ,,,wadekar jyoti baban,,,,,,,11633,Maharashtra Navnirman Sena,MNS,,179,6,,11,14445,1.239,,,14445,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,1,PRABHAG NO 1 ,,,KUNCHIKORVE LAXMI SHANKAR,,,,,,,16651,Bahujan Samaj Party,BSP,,130,7,,11,14445,0.9,,,14445,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,1,PRABHAG NO 1 ,,,MISHRA NISHA CHANDRAKANT,,,,,,,10809,Independent,IND,,127,8,,11,14445,0.879,,,14445,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,1,PRABHAG NO 1 ,,,QUREISHI KAMRUNISHA ABDUL,,,,,,,7425,Samajwadi Party,SP,,101,9,,11,14445,0.699,,,14445,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,1,PRABHAG NO 1 ,,,Salve Sangeeta Raviraj,,,,,,,10809,Independent,IND,,84,10,,11,14445,0.582,,,14445,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,1,PRABHAG NO 1 ,,,pandey saritadevi vijay,,,,,,,5792,Nationalist Congress Party,NCP,,29,11,,11,14445,0.201,,,14445,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,1,PRABHAG NO 1 ,,,NOTA,,,,,,,u10003,,,,207,12,,11,14445,1.433,,,14445,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,2,PRABHAG NO 2 ,,,OZA JAGDISH KARUNASHANKAR,,,,,,,1605,Bhartiya Janata Party,BJP,,10719,1,,10,22163,48.364,,,22163,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,2,PRABHAG NO 2 ,,,MHATRE BHALCHANDRA CHINTAMAN,,,,,,,18691,Shivsena,SHS,,7924,2,,10,22163,35.753,,,22163,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,2,PRABHAG NO 2 ,,,BHAWAR JAGMOHAN KUMAWAT,,,,,,,1605,Indian National Congress,BJP,,1768,3,,10,22163,7.977,,,22163,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,2,PRABHAG NO 2 ,,,Utekar Shailesh Krishna,,,,,,,11633,Maharashtra Navnirman Sena,MNS,,814,4,,10,22163,3.673,,,22163,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,2,PRABHAG NO 2 ,,,Naik Dattaram Govind,,,,,,,10809,Independent,IND,,164,5,,10,22163,0.74,,,22163,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,2,PRABHAG NO 2 ,,,Ashar hemendra parmanand,,,,,,,10809,Independent,IND,,129,6,,10,22163,0.582,,,22163,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,2,PRABHAG NO 2 ,,,TIWARI SURENDRA VINAY,,,,,,,12285,Republican Party of India (A),RPI(A),,123,7,,10,22163,0.555,,,22163,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,2,PRABHAG NO 2 ,,,Sawant Girish Jagannath,,,,,,,5792,Nationalist Congress Party,NCP,,92,8,,10,22163,0.415,,,22163,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,2,PRABHAG NO 2 ,,,prasad somjee anugrah,,,,,,,16651,Bahujan Samaj Party,BSP,,51,9,,10,22163,0.23,,,22163,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,2,PRABHAG NO 2 ,,,vakode mahesh chandrakant,,,,,,,10809,Independent,IND,,30,10,,10,22163,0.135,,,22163,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,2,PRABHAG NO 2 ,,,NOTA,,,,,,,u10003,,,,349,11,,10,22163,1.575,,,22163,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,3,PRABHAG NO 3 ,,,BRID BALKRISHNA JAYSING,,,,,,,18691,Shivsena,SHS,,5193,1,,21,23656,21.952,,,23656,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,3,PRABHAG NO 3 ,,,CHAUBE ABHAYKUMAR RAJENDRAPRASAD,,,,,,,1605,Indian National Congress,BJP,,4965,2,,21,23656,20.988,,,23656,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,3,PRABHAG NO 3 ,,,BHALEGHARE SAGAR LAXMAN,,,,,,,1605,Bhartiya Janata Party,BJP,,3626,3,,21,23656,15.328,,,23656,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,3,PRABHAG NO 3 ,,,AMBORE RAMESH NAGU,,,,,,,11633,Maharashtra Navnirman Sena,MNS,,3554,4,,21,23656,15.024,,,23656,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,3,PRABHAG NO 3 ,,,GUPTA CHAUTHIPRASAD SHOBHNATH,,,,,,,1605,Indian National Congress,BJP,,2363,5,,21,23656,9.989,,,23656,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,3,PRABHAG NO 3 ,,,Yadav Suryabali Kailash,,,,,,,7425,Samajwadi Party,SP,,620,6,,21,23656,2.621,,,23656,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,3,PRABHAG NO 3 ,,,BHARWAD VIKRAM DHIRUBHAI,,,,,,,9677,Bahujan Vikas Aghadi,BVA,,596,7,,21,23656,2.519,,,23656,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,3,PRABHAG NO 3 ,,,Gimbal Sunil Rajaram,,,,,,,10809,Independent,IND,,530,8,,21,23656,2.24,,,23656,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,3,PRABHAG NO 3 ,,,JHA AMARNATH KASHINATH,,,,,,,5792,Nationalist Congress Party,NCP,,484,9,,21,23656,2.046,,,23656,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,3,PRABHAG NO 3 ,,,YADAV RAJESH HARISHCHANDRA,,,,,,,16651,Bahujan Samaj Party,BSP,,318,10,,21,23656,1.344,,,23656,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,3,PRABHAG NO 3 ,,,gaikwad giridhar bhima,,,,,,,1875,Bharip Bahujan Mahasangh,BBM,,203,11,,21,23656,0.858,,,23656,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,3,PRABHAG NO 3 ,,,WAGHMARE DILIP MUKINDA,,,,,,,2444,Communist Party Of India,CPI,,150,12,,21,23656,0.634,,,23656,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,3,PRABHAG NO 3 ,,,HANWATE DEEPAK SHIVAJI,,,,,,,1096,bahujan republican sociolist party,BARESP,,148,13,,21,23656,0.626,,,23656,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,3,PRABHAG NO 3 ,,,CHAVAN VIKAS TUKARAM,,,,,,,u10004,Aghadi/Front,,,119,14,,21,23656,0.503,,,23656,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,3,PRABHAG NO 3 ,,,thaware santosh govind,,,,,,,10809,Independent,IND,,109,15,,21,23656,0.461,,,23656,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,3,PRABHAG NO 3 ,,,AMBRE SHAILESH SHANKAR,,,,,,,24549,Sambhaji Brigade,SBBGP,,104,16,,21,23656,0.44,,,23656,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,3,PRABHAG NO 3 ,,,NAIR PRADEEP BALAN,,,,,,,1605,Indian National Congress,BJP,,91,17,,21,23656,0.385,,,23656,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,3,PRABHAG NO 3 ,,,saini nemchand bhairumal,,,,,,,10809,Independent,IND,,82,18,,21,23656,0.347,,,23656,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,3,PRABHAG NO 3 ,,,Bhagwat Abhishek Shrikrishna,,,,,,,7682,Sardar Vallbhbhai Patel Party,SVPP,,45,19,,21,23656,0.19,,,23656,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,3,PRABHAG NO 3 ,,,mane sadanand prabhakar,,,,,,,10809,Independent,IND,,45,20,,21,23656,0.19,,,23656,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,3,PRABHAG NO 3 ,,,KAMBLE CHANDRKANT NAGORAO,,,,,,,u10004,Aghadi/Front,,,36,21,,21,23656,0.152,,,23656,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,3,PRABHAG NO 3 ,,,NOTA,,,,,,,u10003,,,,275,22,,21,23656,1.162,,,23656,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,4,PRABHAG NO 4 ,,,PATEKAR SUJATA UDESH,,,,,,,18691,Shivsena,SHS,,11078,1,,8,23006,48.153,,,23006,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,4,PRABHAG NO 4 ,,,purohit kamla premsingh,,,,,,,1605,Bhartiya Janata Party,BJP,,6911,2,,8,23006,30.04,,,23006,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,4,PRABHAG NO 4 ,,,MORE SIDDHIDA SUDESH,,,,,,,11633,Maharashtra Navnirman Sena,MNS,,1414,3,,8,23006,6.146,,,23006,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,4,PRABHAG NO 4 ,,,SAWANT DARSHANA MILIND,,,,,,,1605,Indian National Congress,BJP,,1168,4,,8,23006,5.077,,,23006,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,4,PRABHAG NO 4 ,,,SHARMA MAMTA RAMFER,,,,,,,5792,Nationalist Congress Party,NCP,,1079,5,,8,23006,4.69,,,23006,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,4,PRABHAG NO 4 ,,,GAWADE CHANDA MANGESH,,,,,,,10809,Independent,IND,,632,6,,8,23006,2.747,,,23006,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,4,PRABHAG NO 4 ,,,Sawant Shilpa gajanan,,,,,,,1605,Indian National Congress,BJP,,183,7,,8,23006,0.795,,,23006,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,4,PRABHAG NO 4 ,,,GONDANE SONAL DIWAKAR,,,,,,,10809,Independent,IND,,173,8,,8,23006,0.752,,,23006,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,4,PRABHAG NO 4 ,,,NOTA,,,,,,,u10003,,,,368,9,,8,23006,1.6,,,23006,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,5,PRABHAG NO 5 ,,,GHADI SANJAY SHANKAR,,,,,,,18691,Shivsena,SHS,,11659,1,,4,25220,46.229,,,25220,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,5,PRABHAG NO 5 ,,,Desai Motibhai Lallubhai,,,,,,,1605,Bhartiya Janata Party,BJP,,9638,2,,4,25220,38.216,,,25220,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,5,PRABHAG NO 5 ,,,Mayekar Vimol suresh,,,,,,,11633,Maharashtra Navnirman Sena,MNS,,2417,3,,4,25220,9.584,,,25220,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,5,PRABHAG NO 5 ,,,SONSURKAR UMESH MOHAN,,,,,,,1605,Indian National Congress,BJP,,967,4,,4,25220,3.834,,,25220,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,5,PRABHAG NO 5 ,,,NOTA,,,,,,,u10003,,,,539,5,,4,25220,2.137,,,25220,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,6,PRABHAG NO 6 ,,,KARKAR HARSHAD PRAKASH,,,,,,,18691,Shivsena,SHS,,11355,1,,4,23762,47.786,,,23762,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,6,PRABHAG NO 6 ,,,Rathod Neela Kanubhai,,,,,,,1605,Bhartiya Janata Party,BJP,,9647,2,,4,23762,40.598,,,23762,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,6,PRABHAG NO 6 ,,,NAHIRE SUBHASH BALIRAM,,,,,,,1605,Indian National Congress,BJP,,1801,3,,4,23762,7.579,,,23762,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,6,PRABHAG NO 6 ,,,DHONDGE VASANT SAHADEV,,,,,,,11633,Maharashtra Navnirman Sena,MNS,,530,4,,4,23762,2.23,,,23762,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,6,PRABHAG NO 6 ,,,NOTA,,,,,,,u10003,,,,429,5,,4,23762,1.805,,,23762,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,7,PRABHAG NO 7 ,,,Mhatre Sheetal Mukesh,,,,,,,18691,Shivsena,SHS,,8205,1,,6,20942,39.18,,,20942,,,,
Maharashtra,2017,21-02-2017, ,0,Mumbai Suburban,BRIHAN MUMBAI,MC,7,7,PRABHAG NO 7 ,,,Patil Yogita Nilesh,,,,,,,1605,Bhartiya Janata Party,BJP,,7625,2,,6,20942,36.41,,,20942,,,,
